pagina_pdf;codigo;descripcion;aec;ex_aec;regimen_importacion;regimen_exportacion;regimen_fisica;unidad
;;SECCIÓN I;;;;;;
;;ANIMALES VIVOS Y PRODUCTOS DEL REINO ANIMAL;;;;;;
;;Notas.;;;;;;
;;1. En esta Sección, cualquier referencia a un género o a una especie determinada de un animal se aplica también, salvo disposición en contrario, a los animales;;;;;;
;;jóvenes de ese género o de esa especie.;;;;;;
;;2. Salvo disposición en contrario, cualquier referencia en la Nomenclatura a productos secos o desecados alcanza también a los productos deshidratados,;;;;;;
;;evaporados o liofilizados.;;;;;;
;;Nota Complementaria.;;;;;;
;;1. En las subpartidas correspondientes a los Capítulos 1 y 3, las expresiones Reproductores de raza pura, para reproducción o cría industrial, para lidia y para;;;;;;
;;carrera, comprenden los animales considerados como tales por la autoridad nacional competente.;;;;;;
;;CAPÍTULO 1;;;;;;
;;ANIMALES VIVOS;;;;;;
;;Nota.;;;;;;
;;1. Este Capítulo comprende todos los animales vivos, excepto:;;;;;;
;;"a) los peces, los crustáceos, moluscos y demás invertebrados acuáticos, de las partidas 03.01, 03.06, 03.07 o 03.08;";;;;;;
;;"b) los cultivos de microorganismos y demás productos de la partida 30.02;";;;;;;
;;c) los animales de la partida 95.08.;;;;;;
;;Notas Complementarias:;;;;;;
;;1. En la subpartida 0102.2 la expresión “bovinos domésticos” comprende los animales de las especies “Bos primigenius Taurus (Bos Taurus)” y “Bos primigenius;;;;;;
;;Indicus (Bos Indicus)”.;;;;;;
;;2. En las subpartidas 0105.94.00.10 y 0105.99.00.10, la expresión “especímenes de interés genético”, comprende los animales considerados como tales por la;;;;;;
;;autoridad nacional con competencia en materia de agricultura.;;;;;;
;8421.21.00.90;Para filtrar o depurar agua: - Los demás 14BK 0A;14BK;0A;;;;u
;8421.22.00.00;Para filtrar o depurar las demás bebidas 14BK;14BK;;;;;u
;8421.23.00.00;Para filtrar lubricantes o carburantes en los motores de encendido por;por;;;;;
;;chispa o compresión 16 0A u;;;;;;
;8421.29;- - Los demás:;;;;;;
;8421.29.1;- - - De los tipos utilizados para hemodiálisis:;;;;;;
;8421.29.11.00;Los demás: - De los tipos utilizados para hemodiálisis: - Capilares 0BK 0A;0BK;0A;;;;u
;8421.29.19.00;Los demás: - De los tipos utilizados para hemodiálisis: - Los demás 0BK 0A;0BK;0A;;;;u
;8421.29.20.00;Los demás: - Aparatos de ósmosis inversa 14BK 0A;14BK;0A;;;;u
;8421.29.30.00;Los demás: - Filtros prensa 14BK 0A;14BK;0A;;;;u
;8421.29.90.00;Los demás: - Los demás 14BK 0A;14BK;0A;;;;u
;;8421.3 - Aparatos para filtrar o depurar gases:;;;;;;
;8421.31.00.00;Filtros de entrada de aire para motores de encendido por chispa o;o;;;;;
;;compresión 16 0A u;;;;;;
;8421.32.00.00;Convertidores catalíticos y filtros de partículas, incluso combinados, para;para;;;;;
;;purificarofiltrargasesdeescapedemotoresdeencendidoporchispao;;;;;;
;;compresión 18 0A u;;;;;;
;8421.39;- - Los demás:;;;;;;
;8421.39.10.00;Los demás: - Filtros electrostáticos 14BK 0A;14BK;0A;;;;u
;8421.39.30.00;Los demás: - Concentradores de oxígeno por depuración de aire, con capacidad de;;;;;;
;;salida inferior o igual a 6 l/min 0BK 0A u;;;;;;
;8421.39.90.00;Los demás: - Los demás 14BK 0A;14BK;0A;;;;u
;;8421.9 - Partes:;;;;;;
;8421.91;- - De centrifugadoras, incluidas las de secadoras centrífugas:;;;;;;
;8421.91.10.00;De centrifugadoras, incluidas las de secadoras centrífugas: - De secadoras de ropa del ítem 8421.12.10;16;;16;;;u
;8421.91.9;- - - Las demás:;;;;;;
;8421.91.91.00;De centrifugadoras, incluidas las de secadoras centrífugas: - Las demás: - Tambores rotativos con platos o discos separadores, de peso superior;;;;;;
;;a 300 kg 0BK u;;;;;;
;8421.91.99.00;De centrifugadoras, incluidas las de secadoras centrífugas: - Las demás: - Las demás 14BK;14BK;;;;;u
;8421.99;- - Las demás:;;;;;;
;8421.99.10.00;Las demás: - De aparatos para filtrar o depurar gases, de la subpartida 8421.39 14BK 0A;14BK;0A;;;;u
;8421.99.20.00;Las demás: - De los tipos utilizados en líneas de sangre para hemodiálisis 0 0A;0;0A;;;;u
;8421.99.9;- - - Las demás:;;;;;;
;8421.99.91.00;Las demás: - Las demás: - Cartuchos de membrana de aparatos de ósmosis inversa 0BK 0A;0BK;0A;;;;u
;8421.99.99.00;Las demás: - Las demás: - Las demás 14BK 0A;14BK;0A;;;;u
;84.22;"MÁQUINAS PARA LAVAR VAJILLA; MÁQUINAS Y APARATOS PARA LIMPIAR O SECAR BOTELLAS O DEMÁS RECIPIENTES; MÁQUINAS Y APARATOS PARA LLENAR, CERRAR, TAPAR, TAPONAR O ETIQUETAR BOTELLAS, BOTES O LATAS, CAJAS, SACOS (BOLSAS) O DEMÁS CONTINENTES; MÁQUINAS Y APARATOS DE CAPSULAR BOTELLAS, TARROS, TUBOS Y CONTINENTES ANÁLOGOS; LAS DEMÁS MÁQUINAS Y APARATOS PARA EMPAQUETAR O ENVOLVER MERCANCÍAS (INCLUIDAS LAS DE ENVOLVER CON PELÍCULA TERMORRETRÁCTIL); MÁQUINAS Y APARATOS PARA GASEAR BEBIDAS.";;;;;;
;;"LIMPIAR O SECAR BOTELLAS O DEMÁS RECIPIENTES; MÁQUINAS Y";;;;;;
;;APARATOS PARA LLENAR, CERRAR, TAPAR, TAPONAR O ETIQUETAR;;;;;;
;;BOTELLAS, BOTES O LATAS, CAJAS, SACOS (BOLSAS) O DEMÁS;;;;;;
;;"CONTINENTES; MÁQUINAS Y APARATOS DE CAPSULAR BOTELLAS,";;;;;;
;;"TARROS, TUBOSY CONTINENTESANÁLOGOS;LAS DEMÁSMÁQUINASY";;;;;;
;;APARATOS PARA EMPAQUETAR O ENVOLVER MERCANCÍAS;;;;;;
;;"(INCLUIDAS LAS DE ENVOLVER CON PELÍCULA TERMORRETRÁCTIL);";;;;;;
;;MÁQUINAS Y APARATOS PARA GASEAR BEBIDAS.;;;;;;
;;8422.1 - Máquinas para lavar vajilla:;;;;;;
;8422.11.00.00;De tipo doméstico;20;;20;;;u
;8422.19.00.00;Las demás 14BK;14BK;;;;;u
;8422.20.00.00;Máquinas y aparatos para limpiar o secar botellas o demás recipientes 14BK;14BK;;;;;u
;8422.30;- Máquinasyaparatosparallenar, cerrar, tapar, taponaroetiquetarbotellas,;;;;;;
;;"botesolatas, cajas, sacos(bolsas)odemáscontinentes;máquinasyaparatos";;;;;;
;;"de capsular botellas, tarros, tubos y continentes análogos; máquinas y";;;;;;
;;aparatos para gasear bebidas:;;;;;;
;8422.30.10.00;Máquinas y aparatos para llenar, cerrar, tapar, taponar o etiquetar botellas, - Máquinas y aparatos de llenar, cerrar, capsular, tapar, taponar o etiquetar;;;;;;
;;botellas 14BK u;;;;;;
;8422.30.2;- - Máquinasyaparatosdellenar, cerrar, tapar, taponaroetiquetarboteso;;;;;;
;;"latas, cajas, sacos(bolsas)odemáscontinentes;máquinasyaparatosde";;;;;;
;;capsular tarros, tubos y continentes análogos:;;;;;;
;8422.30.21.00;Máquinas y aparatos para llenar, cerrar, tapar, taponar o etiquetar botellas, - Máquinas y aparatos de llenar, cerrar, tapar, taponar o etiquetar botes o - Llenadora de cajas o sacos (bolsas), con polvos o granulados 14BK;14BK;;;;;u
;8422.30.22.00;Máquinas y aparatos para llenar, cerrar, tapar, taponar o etiquetar botellas, - Máquinas y aparatos de llenar, cerrar, tapar, taponar o etiquetar botes o - De llenar y cerrar envases confeccionados con papel o cartón de los ítem;;;;;;
;4811.51.22;ó 4811.59.23, incluso con dispositivo;de;;;;;
;;etiquetar 0BK u;;;;;;
;8422.30.23.00;De llenar y cerrar envases tubulares flexibles, de capacidad superior o;;;;;;
;;igual a 100 unidades por minuto 0BK u;;;;;;
;8422.30.29.00;Los demás 14BK;14BK;;;;;u
;8422.30.30.00;De gasear bebidas 14BK;14BK;;;;;u
;8422.40;- Las demás máquinas y aparatos para empaquetar o envolver mercancías;;;;;;
;;(incluidas las de envolver con película termorretráctil):;;;;;;
;8422.40.10.00;Las demás máquinas y aparatos para empaquetar o envolver mercancías - Horizontales, aptas para el empaquetado de pastas alimenticias largas;;;;;;
;;(largosuperiora200mm)enpaquetestipoalmohada(«pillow-pack»), con;;;;;;
;;capacidaddeproducciónsuperiora100paquetesporminutoycontrolador;;;;;;
;;lógico programable (PLC) 0BK u;;;;;;
;8422.40.20.00;Las demás máquinas y aparatos para empaquetar o envolver mercancías - Automática, de embalar tubos o barras de metal, en atados de peso inferior;;;;;;
;;o igual a 2.000 kg y largo inferior o igual a 12 m 0BK u;;;;;;
;8422.40.30.00;Las demás máquinas y aparatos para empaquetar o envolver mercancías - De empaquetar envases confeccionados con papel o cartón de los ítem;ítem;;;;;
;4811.51.22;;;;;;;
;;con una capacidad superior o igual a 5.000 envases por hora;;;;;;
;;0BK u;;;;;;
;8422.40.90.00;Los demás 14BK;14BK;;;;;u
;8422.90;- Partes:;;;;;;
;8422.90.10.00;Partes: - De máquinas lavavajilla de uso doméstico;16;;16;;;u
;8422.90.90.00;Partes: - Las demás 14BK;14BK;;;;;u
;84.23;"APARATOS E INSTRUMENTOS DE PESAR, INCLUIDAS LAS BÁSCULAS Y BALANZAS PARA COMPROBAR O CONTAR PIEZAS FABRICADAS, EXCEPTO LAS BALANZAS SENSIBLES A UN PESO INFERIOR O IGUAL A 5 cg; PESAS PARA TODA CLASE DE BÁSCULAS O BALANZAS.";;;;;;
;;BALANZAS PARA COMPROBAR O CONTAR PIEZAS FABRICADAS,;;;;;;
;;EXCEPTO LASBALANZASSENSIBLESAUNPESOINFERIOROIGUALA5;;;;;;
;;"cg; PESAS PARA TODA CLASE DE BÁSCULAS O BALANZAS.";;;;;;
;8423.10.00.00;"Para pesar personas, incluidos los pesabebés; balanzas domésticas";20;;20;;;u
;8423.20.00.00;Básculas y balanzas para pesada continua sobre transportador 14BK;14BK;;;;;u
;8423.30;- Básculasybalanzasparapesadaconstante, incluidaslasdedescargarpesos;;;;;;
;;determinadosensacos(bolsas)uotrosrecipientes, asícomolasdosificadoras;;;;;;
;;de tolva:;;;;;;
;8423.30.1;- - Dosificadoras:;;;;;;
;8423.30.11.00;Básculas y balanzas para pesada constante, incluidas las de descargar pesos - Dosificadoras: - Con aparatos periféricos, que constituyan unidad funcional 14BK;14BK;;;;;u
;8423.30.19.00;Básculas y balanzas para pesada constante, incluidas las de descargar pesos - Dosificadoras: - Las demás 14BK;14BK;;;;;u
;8423.30.90.00;Básculas y balanzas para pesada constante, incluidas las de descargar pesos - Las demás 14BK;14BK;;;;;u
;;8423.8 - Los demás aparatos e instrumentos de pesar:;;;;;;
;8423.81;- - Con capacidad inferior o igual a 30 kg:;;;;;;
;8423.81.10.00;Básculas y balanzas para pesada constante, incluidas las de descargar pesos - Con capacidad inferior o igual a 30 kg: - De mostrador, con dispositivo registrador o impresor de etiquetas 14BK;14BK;;20;;;u
;8423.81.90.00;Básculas y balanzas para pesada constante, incluidas las de descargar pesos - Con capacidad inferior o igual a 30 kg: - Los demás 14BK;14BK;;20;;;u
;8423.82.00.00;Básculas y balanzas para pesada constante, incluidas las de descargar pesos - Con capacidad superior a 30 kg pero inferior o igual a 5.000 kg 14BK;14BK;;20;;;u
;8423.89.00.00;Básculas y balanzas para pesada constante, incluidas las de descargar pesos - Los demás 14BK;14BK;;20;;;u
;8423.90;"- Pesas para toda clase de básculas o balanzas; partes de aparatos";o;;;;;
;;instrumentos de pesar:;;;;;;
;8423.90.10.00;"Pesas para toda clase de básculas o balanzas; partes de aparatos o - Pesas";16;;16;;;u
;8423.90.2;- - Partes:;;;;;;
;8423.90.21.00;"Pesas para toda clase de básculas o balanzas; partes de aparatos o - Partes: - De aparatos o instrumentos de la subpartida 8423.10";16;;16;;;u
;8423.90.29.00;"Pesas para toda clase de básculas o balanzas; partes de aparatos o - Partes: - Las demás 14BK";14BK;;;;;u
;84.24;"APARATOS MECÁNICOS (INCLUSO MANUALES) PARA PROYECTAR, DISPERSAR O PULVERIZAR MATERIAS LÍQUIDAS O EN POLVO; EXTINTORES, INCLUSO CARGADOS; PISTOLAS AEROGRÁFICAS Y APARATOS SIMILARES; MÁQUINAS Y APARATOS DE CHORRO DE ARENA O DE VAPOR Y APARATOS DE CHORRO SIMILARES.";;;;;;
;;"DISPERSAR O PULVERIZAR MATERIAS LÍQUIDAS O EN POLVO;";;;;;;
;;"EXTINTORES, INCLUSO CARGADOS; PISTOLAS AEROGRÁFICAS Y";;;;;;
;;"APARATOS SIMILARES; MÁQUINAS Y APARATOS DE CHORRO DE";;;;;;
;;ARENA O DE VAPOR Y APARATOS DE CHORRO SIMILARES.;;;;;;
;8424.10.00;- Extintores, incluso cargados:;;;;;;
;8424.10.00.10;Extintores, incluso cargados: - Cargados con sustancias a base de derivados halogenados de los;los;;;;;
;;hidrocarburos acíclicos con dos o más halógenos diferentes, o por;;;;;;
;;mezclas que contengan estos productos 16 0A 10 u;;;;;;
;8424.10.00.90;Extintores, incluso cargados: - Los demás 16 0A;16;0A;;;;u
;8424.20.00.00;Pistolas aerográficas y aparatos similares 14BK;14BK;;;;;u
;8424.30;- Máquinas y aparatos de chorro de arenao devapor yaparatos dechorro;;;;;;
;;similares:;;;;;;
;8424.30.10.00;Máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro - Equipos de desobstrucción de cañerías o de limpieza por chorro;;;;;;
;;de agua 14BK u;;;;;;
;8424.30.20.00;Máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro - De chorro de arena aptas para el desgaste localizado de prendas 0BK;;;;;;u
;;de vestir 0BK u;;;;;;
;8424.30.30.00;Máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro - Perforadoras por chorro de agua con presión de trabajo máxima superior o;;;;;;
;;igual a 10 MPa 0BK u;;;;;;
;8424.30.90.00;Máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro - Los demás 14BK;14BK;;;;;u
;;8424.4 - Pulverizadores para agricultura u horticultura:;;;;;;
;8424.41.00.00;Máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro - Pulverizadores portátiles 14BK;14BK;;;;;u
;8424.49.00.00;Máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro - Los demás 14BK 0A;14BK;0A;;;;u
;;8424.8 - Los demás aparatos:;;;;;;
;8424.82;- - Para agricultura u horticultura:;;;;;;
;8424.82.2;- - Irrigadores y sistemas de riego:;;;;;;
;8424.82.21.00;Máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro - Irrigadores y sistemas de riego: - Por aspersión 14BK;14BK;;;;;u
;8424.82.29.00;Máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro - Irrigadores y sistemas de riego: - Los demás 14BK;14BK;;;;;u
;8424.82.90.00;Máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro - Irrigadores y sistemas de riego: - Los demás 14BK;14BK;;;;;u
;8424.89;- - Los demás:;;;;;;
;8424.89.10.00;Máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro - Los demás: - Aparatos de pulverización constituidos por pulsador, válvula del tipo para;;;;;;
;;aerosol, juntadeestanqueidadytubodeinmersión, ensambladossobre;;;;;;
;;uncuerpometálico, delostiposutilizadosenelcuellodeenvases, para;;;;;;
;;proyectar líquidos, polvos o espumas 16 0A u;;;;;;
;8424.89.20.00;Máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro - Los demás: - Aparatos automáticos para proyectar lubricantes sobre neumáticos, que;;;;;;
;;contenganunaestacióndesecadoporaireprecalentadoydispositivos;;;;;;
;;de sujeción y traslado de neumáticos 0BK 0A u;;;;;;
;8424.89.90.00;Máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro - Los demás: - Los demás 14BK 0A;14BK;0A;;;;u
;8424.90;- Partes:;;;;;;
;8424.90.10.00;Partes: - De aparatos de la subpartida 8424.10 o del ítem 8424.89.10 14 0A;14;0A;;;;u
;8424.90.90.00;Partes: - Las demás 14BK 0A;14BK;0A;;;;u
;84.25;"POLIPASTOS; TORNOS Y CABRESTANTES; GATOS.";;;;;;
;;8425.1 - Polipastos:;;;;;;
;8425.11.00.00;Con motor eléctrico 14BK 0A;14BK;0A;;;;u
;8425.19;- - Los demás:;;;;;;
;8425.19.10.00;Los demás: - Polipastos manuales 16 0A;16;0A;;;;u
;8425.19.90.00;Los demás: - Los demás 14BK 0A;14BK;0A;;;;u
;;"8425.3 - Tornos; cabrestantes:";;;;;;
;8425.31;- - Con motor eléctrico:;;;;;;
;8425.31.10.00;Con motor eléctrico: - De capacidad inferior o igual a 100 t 14BK 0A;14BK;0A;;;;u
;8425.31.90.00;Con motor eléctrico: - Los demás 14BK 0A;14BK;0A;;;;u
;8425.39;- - Los demás:;;;;;;
;8425.39.10.00;Los demás: - De capacidad inferior o igual a 100 t 14BK 0A;14BK;0A;;;;u
;8425.39.90.00;Los demás: - Los demás 14BK 0A;14BK;0A;;;;u
;;8425.4 - Gatos:;;;;;;
;8425.41.00.00;Elevadores fijos para vehículos automóviles, de los tipos utilizados en 14BK;en;;;;;u
;;talleres 14BK u;;;;;;
;8425.42.00;- - Los demás gatos hidráulicos:;;;;;;
;8425.42.00.20;Los demás gatos hidráulicos: - Portátiles para vehículos automóviles 18 0A;18;0A;20;;;u
;8425.42.00.90;Los demás gatos hidráulicos: - Los demás 18 0A;18;0A;;;;u
;8425.49;- - Los demás:;;;;;;
;8425.49.10.00;Los demás: - Manuales 16 0A;16;0A;;;;u
;8425.49.90.00;Los demás: - Los demás 14BK 0A;14BK;0A;;;;u
;84.26;"GRÚAS Y APARATOS DE ELEVACIÓN SOBRE CABLE AÉREO; PUENTES RODANTES, PÓRTICOS DE DESCARGA O MANIPULACIÓN, PUENTES GRÚA, CARRETILLAS PUENTE Y CARRETILLAS GRÚA.";;;;;;
;;RODANTES, PÓRTICOS DE DESCARGA O MANIPULACIÓN, PUENTES;;;;;;
;;GRÚA, CARRETILLAS PUENTE Y CARRETILLAS GRÚA.;;;;;;
;;8426.1 - Puentes (incluidas las vigas) rodantes, pórticos, puentes grúa y carretillas;;;;;;
;;puente:;;;;;;
;8426.11.00.00;Puentes (incluidas las vigas) rodantes, sobre soporte fijo 14BK;14BK;;;;;u
;8426.12.00.00;Pórticos móviles sobre neumáticos y carretillas puente 14BK;14BK;;;;;u
;8426.19.00.00;Los demás 14BK;14BK;;;;;u
;8426.20.00.00;Grúas de torre 14BK;14BK;;;;;u
;8426.30.00.00;Grúas de pórtico 14BK;14BK;;;;;u
;;8426.4 - Las demás máquinas y aparatos, autopropulsados:;;;;;;
;8426.41;- - Sobre neumáticos:;;;;;;
;8426.41.10.00;Sobre neumáticos: - Con desplazamiento en sentido longitudinal, transversal y diagonal (tipo;;;;;;
;;cangrejo) y capacidad de carga superior o igual a;;;;;;
;;60 toneladas 0BK u;;;;;;
;8426.41.90.00;Sobre neumáticos: - Los demás 14BK;14BK;;;;;u
;8426.49;- - Los demás:;;;;;;
;8426.49.10.00;Los demás: - Sobre orugas, con capacidad de izaje superior o igual a 70 t 0BK;0BK;;;;;u
;8426.49.90.00;Los demás: - Los demás 14BK;14BK;;;;;u
;;8426.9 - Las demás máquinas y aparatos:;;;;;;
;8426.91.00.00;Diseñados para montarlos sobre vehículos de carretera 14BK;14BK;;;;;u
;8426.99.00.00;Los demás 14BK 0A;14BK;0A;;;;u
;84.27;"CARRETILLAS APILADORAS; LAS DEMÁS CARRETILLAS DE MANIPULACIÓN CON DISPOSITIVO DE ELEVACIÓN INCORPORADO.";DE;;;;;
;;MANIPULACIÓN CON DISPOSITIVO DE ELEVACIÓN INCORPORADO.;;;;;;
;8427.10;- Carretillas autopropulsadas con motor eléctrico:;;;;;;
;8427.10.1;- - Apiladoras:;;;;;;
;8427.10.11.00;Carretillas autopropulsadas con motor eléctrico: - Apiladoras: - Con capacidad de carga superior a 6,5 t 14BK;14BK;;;;;u
;8427.10.19.00;Carretillas autopropulsadas con motor eléctrico: - Apiladoras: - Las demás 14BK;14BK;;;;;u
;8427.10.90.00;Carretillas autopropulsadas con motor eléctrico: - Las demás 14BK;14BK;;;;;u
;8427.20;- Las demás carretillas autopropulsadas:;;;;;;
;8427.20.10.00;Las demás carretillas autopropulsadas: - Apiladoras con capacidad de carga superior a 6,5 t 14BK;14BK;;;;;u
;8427.20.90.00;Las demás carretillas autopropulsadas: - Las demás 14BK;14BK;;;;;u
;8427.90.00.00;Las demás carretillas 14BK;14BK;;;;;u
;84.28;LAS DEMÁS MÁQUINAS Y APARATOS DE ELEVACIÓN, CARGA, DESCARGA O MANIPULACIÓN (POR EJEMPLO: ASCENSORES, ESCALERAS MECÁNICAS, TRANS PORTADORES, TELEFÉRICOS).;;;;;;
;;DESCARGA O MANIPULACIÓN (POR EJEMPLO: ASCENSORES,;;;;;;
;;ESCALERAS MECÁNICAS, TRANS PORTADORES, TELEFÉRICOS).;;;;;;
;8428.10.00.00;Ascensores y montacargas 14BK 0A;14BK;0A;;;;u
;8428.20;- Aparatos elevadores o transportadores, neumáticos:;;;;;;
;8428.20.10.00;Aparatos elevadores o transportadores, neumáticos: - Trasvasadores móviles para cereales, accionados con motor de potencia;;;;;;
;;superior a 90 kW (120 HP) 14BK 0A u;;;;;;
;8428.20.90.00;Aparatos elevadores o transportadores, neumáticos: - Los demás 14BK 0A;14BK;0A;;;;u
;;8428.3 - Losdemásaparatoselevadoresotransportadores, deaccióncontinua, para;;;;;;
;;mercancías:;;;;;;
;8428.31.00.00;Aparatos elevadores o transportadores, neumáticos: - Especialmente diseñados para el interior de minas u otros trabajos;;;;;;
;;subterráneos 14BK u;;;;;;
;8428.32.00.00;Aparatos elevadores o transportadores, neumáticos: - Los demás, de cangilones 14BK;14BK;;;;;u
;8428.33.00.00;Aparatos elevadores o transportadores, neumáticos: - Los demás, de banda o correa 14BK 0A;14BK;0A;;;;u
;8428.39;- - Los demás:;;;;;;
;8428.39.10.00;Aparatos elevadores o transportadores, neumáticos: - Los demás: - De cadena 14BK 0A;14BK;0A;;;;u
;8428.39.20.00;Aparatos elevadores o transportadores, neumáticos: - Los demás: - De rodillos motores 14BK 0A;14BK;0A;;;;u
;8428.39.30.00;Aparatos elevadores o transportadores, neumáticos: - Los demás: - De pinzas laterales, de los tipos utilizados para el transporte de;de;;;;;
;;diarios 0BK 0A u;;;;;;
;8428.39.90.00;Aparatos elevadores o transportadores, neumáticos: - Los demás: - Los demás 14BK 0A;14BK;0A;;;;u
;8428.40.00.00;Escaleras mecánicas y pasillos móviles 14BK;14BK;;;;;u
;8428.60.00.00;"Teleféricos (incluidos las telesillas y los telesquís); mecanismos de tracción";;;;;;
;;para funiculares 14BK u;;;;;;
;8428.70.00.00;Robots industriales 14BK 0A;14BK;0A;;;;u
;8428.90;- Las demás máquinas y aparatos:;;;;;;
;8428.90.10.00;Las demás máquinas y aparatos: - De los tipos utilizados para el desembarco de botes salvavidas motorizados;;;;;;
;;o provistos de dispositivos de inclinación 14BK 0A u;;;;;;
;8428.90.20.00;Las demás máquinas y aparatos: - Transportadores-elevadores (transelevadores) automáticos, de;de;;;;;
;;desplazamiento horizontal sobre guías 0BK 0A u;;;;;;
;8428.90.30.00;Las demás máquinas y aparatos: - Máquina utilizada en la formación de pilas de periódicos, dispuestos en;en;;;;;
;;sentido alternado, de capacidad superior o igual a;;;;;;
;80.00;ejemplares/h;0BK;0A;;;;u
;8428.90.90.00;Las demás máquinas y aparatos: - Los demás 14BK 0A;14BK;0A;;;;u
;84.29;TOPADORAS FRONTALES (BULDÓCERES), TOPADORAS ANGULARES («ANGLEDOZERS»), NIVELADORAS, TRAÍLLAS («SCRAPERS»), PALAS MECÁNICAS, EXCAVADORAS, CARGADORAS, PALAS CARGADORAS, COMPACTADORAS Y APISONADORAS (APLANADORAS), AUTOPROPULSADAS.;;;;;;
;;(«ANGLEDOZERS»), NIVELADORAS, TRAÍLLAS («SCRAPERS»), PALAS;;;;;;
;;MECÁNICAS, EXCAVADORAS, CARGADORAS, PALAS CARGADORAS,;;;;;;
;;COMPACTADORAS Y APISONADORAS (APLANADORAS),;;;;;;
;;AUTOPROPULSADAS.;;;;;;
;;8429.1 - Topadoras frontales (buldóceres) y topadoras angulares («angledozers»):;;;;;;
;8429.11;- - De orugas:;;;;;;
;8429.11.10.00;De orugas: - De potencia en el volante superior o igual a 387,76 kW (520 HP) 0BK;0BK;;;;;u
;8429.11.90.00;De orugas: - Las demás 10BK;10BK;;;;;u
;8429.19;- - Las demás:;;;;;;
;8429.19.10.00;Las demás: - Topadoras frontales (buldóceres) de potencia en el volante superior o;;;;;;
;;igual a 234,9 kW (315 HP) 0BK u;;;;;;
;8429.19.90.00;Las demás: - Las demás 10BK;10BK;;;;;u
;8429.20;- Niveladoras:;;;;;;
;8429.20.10.00;Niveladoras: - Articuladas, de potencia en el volante superior o igual a 205,07 kW 0BK;;;;;;u
;;(275 HP) 0BK u;;;;;;
;8429.20.90.00;Niveladoras: - Las demás 14BK;14BK;;;;;u
;8429.30.00.00;Traíllas («scrapers») 10BK;10BK;;;;;u
;8429.40.00.00;Compactadoras y apisonadoras (aplanadoras) 14BK;14BK;;;;;u
;;8429.5 - Palas mecánicas, excavadoras, cargadoras y palas cargadoras:;;;;;;
;8429.51;- - Cargadoras y palas cargadoras de carga frontal:;;;;;;
;8429.51.1;- - - Cargadoras transportadoras:;;;;;;
;8429.51.11.00;Niveladoras: - Cargadoras y palas cargadoras de carga frontal: - Cargadoras transportadoras: - De los tipos utilizados en minas subterráneas 0BK;0BK;;;;;u
;8429.51.19.00;Niveladoras: - Cargadoras y palas cargadoras de carga frontal: - Cargadoras transportadoras: - Las demás 14BK;14BK;;;;;u
;8429.51.2;- - - Infraestructurasmotricesaptasparamontarlesaparatosdelasubpartida;;;;;;
;;regional 8430.69.1:;;;;;;
;8429.51.21.00;Niveladoras: - Cargadoras y palas cargadoras de carga frontal: - Infraestructuras motrices aptas para montarles aparatos de la subpartida - De potencia en el volante superior o igual a 454,13 kW (609 HP) 0BK;0BK;;;;;u
;8429.51.29.00;Niveladoras: - Cargadoras y palas cargadoras de carga frontal: - Infraestructuras motrices aptas para montarles aparatos de la subpartida - Las demás 14BK;14BK;;;;;u
;8429.51.9;- - - Las demás:;;;;;;
;8429.51.91.00;Niveladoras: - Cargadoras y palas cargadoras de carga frontal: - Las demás: - De potencia en volante superior o igual a 297,5 kW (399 HP) 0BK;0BK;;;;;u
;8429.51.92.00;Niveladoras: - Cargadoras y palas cargadoras de carga frontal: - Las demás: - De potencia en volante inferior o igual a 43,99 kW (59 HP) 0BK;0BK;;;;;u
;8429.51.99.00;Niveladoras: - Cargadoras y palas cargadoras de carga frontal: - Las demás: - Las demás 14BK;14BK;;;;;u
;8429.52;- - Máquinas cuya superestructura pueda girar 360°:;;;;;;
;8429.52.1;- - - Excavadoras:;;;;;;
;8429.52.11.00;Niveladoras: - Máquinas cuya superestructura pueda girar 360°: - Excavadoras: - De potencia en volante superior o igual a 484,7 kW (650 HP) 0BK;0BK;;;;;u
;8429.52.12.00;Niveladoras: - Máquinas cuya superestructura pueda girar 360°: - Excavadoras: - De potencia en volante inferior o igual a 40,3 kW (54 HP) 0BK;0BK;;;;;u
;8429.52.19.00;Niveladoras: - Máquinas cuya superestructura pueda girar 360°: - Excavadoras: - Las demás 14BK;14BK;;;;;u
;8429.52.20.00;Niveladoras: - Máquinas cuya superestructura pueda girar 360°: - Infraestructuras motrices, aptas para montarles aparatos de las;las;;;;;
;;subpartidas8430.49,8430.61u8430.69, inclusocondispositivoparael;;;;;;
;;desplazamiento sobre vías férreas 0BK u;;;;;;
