pagina_pdf;codigo;descripcion;aec;ex_aec;regimen_importacion;regimen_exportacion;regimen_fisica;unidad
325;;encendido, de caucho 16 0E u;;;;;;
325;8547.90.00.90;- - Los demás;16;;;;;kg
325;8547.90.00.00;- Los demás;16;;;;;kg
325;8548.00;PARTESELÉCTRICASDEMÁQUINASOAPARATOS,NOEXPRESADASNI;;;;;;
325;;COMPRENDIDAS EN OTRA PARTE DE ESTE CAPÍTULO;;;;;;
325;8548.00.10.00;- Termoparesdelostiposutilizadosendispositivostermoeléctricosdeseguridad;;;;;;
325;;de aparatos alimentados a gas 16 u;;;;;;
325;8548.00.90.00;- Los demás;14;;;;;u
325;85.49;DESPERDICIOS Y DESECHOS, ELÉCTRICOS Y ELECTRÓNICOS.;;;;;;
325;;"8549.1 - Desperdiciosydesechos,depilas,bateríasdepilasoacumuladoreseléctricos;";;;;;;
325;;pilas, baterías de pilas y acumuladores eléctricos, inservibles:;;;;;;
325;8549.11.00.00;"- - Desperdiciosydesechosdeacumuladoresdeplomoyácido;acumuladores";;;;;;
325;;de plomo y ácido inservibles 4 10 kg;;;;;;
325;8549.12.00.00;- - Los demás, que contengan plomo, cadmio o mercurio;18;;10;;;kg
325;8549.13.00.00;- - Clasificados por tipo de componente químico, que no contengan plomo,;;;;;;
325;;cadmio o mercurio 18 10 kg;;;;;;
325;8549.14.00.00;- - Sin clasificar, que no contengan plomo, cadmio o mercurio;18;;10;;;kg
325;8549.19.00.00;- - Los demás;18;;10;;;kg
325;;8549.2 - De los tipos utilizados principalmente para la recuperación de metales;;;;;;
325;;preciosos:;;;;;;
325;8549.21.00.00;- - Que contengan pilas, baterías de pilas, acumuladores eléctricos,;;;;;;
325;;interruptoresdemercurio,vidriodetubosderayoscatódicosuotrosvidrios;;;;;;
325;;activados,ocomponenteseléctricosoelectrónicosquecontengancadmio,;;;;;;
325;;mercurio, plomo o bifenilos policlorados (PCB) 18 kg;;;;;;
325;8549.29.00.00;- - Los demás;18;;;;;kg
325;;8549.3 - Los demás ensamblajes eléctricos y electrónicos, y tarjetas de circuitos;;;;;;
325;;impresos:;;;;;;
325;8549.31.00.00;- - Que contengan pilas, baterías de pilas, acumuladores eléctricos,;;;;;;
325;;interruptoresdemercurio,vidriodetubosderayoscatódicosuotrosvidrios;;;;;;
325;;activados,ocomponenteseléctricosoelectrónicosquecontengancadmio,;;;;;;
325;;mercurio, plomo o bifenilos policlorados (PCB) 18 kg;;;;;;
325;8549.39.00.00;- - Los demás;18;;;;;kg
325;;8549.9 - Los demás:;;;;;;
325;8549.91.00.00;- - Que contengan pilas, baterías de pilas, acumuladores eléctricos,;;;;;;
325;;interruptoresdemercurio,vidriodetubosderayoscatódicosuotrosvidrios;;;;;;
325;;activados,ocomponenteseléctricosoelectrónicosquecontengancadmio,;;;;;;
325;;mercurio, plomo o bifenilos policlorados (PCB) 18 kg;;;;;;
325;8549.99.00.00;- - Los demás;18;;;;;kg
325;;SECCIÓN XVII;;;;;;
325;;MATERIAL DE TRANSPORTE;;;;;;
325;;Notas.;;;;;;
325;;1. Esta Sección no comprende los artículos de las partidas 95.03 o 95.08 ni los toboganes, «bobsleighs» y similares (partida 95.06).;;;;;;
325;;2. No se consideran partes o accesorios de material de transporte, aunque sean identificables como tales:;;;;;;
325;;a) las juntas o empaquetaduras, arandelas y similares, de cualquier materia (régimen de la materia constitutiva o partida 84.84), así como los;;;;;;
325;;"demás artículos de caucho vulcanizado sin endurecer (partida 40.16);";;;;;;
325;;b) las partes y accesorios de uso general, tal como se definen en la Nota 2 de la Sección XV, de metal común (Sección XV), ni los artículos similares;;;;;;
325;;"de plástico (Capítulo 39);";;;;;;
325;;"c) los artículos del Capítulo 82 (herramientas);";;;;;;
325;;"d) los artículos de la partida 83.06;";;;;;;
325;;"e) las máquinas y aparatos de las partidas 84.01 a 84.79, así como sus partes, excepto los radiadores para los vehículos de la Sección XVII; los";;;;;;
325;;"artículos de las partidas 84.81 u 84.82 y, siempre que constituyan partes intrínsecas de motor, los artículos de la partida 84.83;";;;;;;
325;;"f) las máquinas y aparatos eléctricos, así como el material eléctrico (Capítulo 85);";;;;;;
325;;"g) los instrumentos y aparatos del Capítulo 90;";;;;;;
325;;"h) los artículos del Capítulo 91;";;;;;;
325;;"ij) las armas (Capítulo 93);";;;;;;
325;;"k) las luminarias y los aparatos de alumbrado y sus partes, de la partida 94.05;";;;;;;
325;;l) los cepillos que constituyan partes de vehículos (partida 96.03).;;;;;;
325;;3. En los Capítulos 86 a 88, la referencia a las partes o a los accesorios no abarca a las partes o accesorios que no estén destinados, exclusiva o;;;;;;
325;;principalmente, a los vehículos o artículos de esta Sección. Cuando una parte o un accesorio sea susceptible de responder a las especificaciones de dos o;;;;;;
325;;más partidas de la Sección, se clasifica en la partida que corresponda a su utilización principal.;;;;;;
325;;4. En esta Sección:;;;;;;
325;;a) los vehículos especialmente diseñados para ser utilizados en carretera y sobre carriles (rieles), se clasifican en la partida apropiada del Capítulo;;;;;;
325;;"87;";;;;;;
325;;"b) los vehículos automóviles anfibios se clasifican en la partida apropiada del Capítulo 87;";;;;;;
325;;c) las aeronaves especialmente diseñadas para ser utilizadas también como vehículos terrestres, se clasifican en la partida apropiada del Capítulo;;;;;;
325;;88.;;;;;;
325;;5. Los vehículos de cojín (colchón) de aire se clasifican con los vehículos con los que guarden mayor analogía:;;;;;;
325;;"a) del Capítulo 86, si están diseñados para desplazarse sobre una vía guía (aerotrenes);";;;;;;
325;;"b) del Capítulo 87, si están diseñados para desplazarse sobre tierra firme o indistintamente sobre tierra firme o sobre agua;";;;;;;
325;;c) del Capítulo 89, si están diseñados para desplazarse sobre agua, incluso aunque pueden posarse en playas o embarcaderos o desplazarse;;;;;;
325;;también sobre superficies heladas.;;;;;;
325;;Las partes y accesorios de vehículos de cojín (colchón) de aire se clasifican igual que las partes y accesorios de los vehículos de la partida en que éstos se;;;;;;
325;;hubieran clasificado por aplicación de las disposiciones anteriores.;;;;;;
326;;El material fijo para vías de aerotrenes se considera material fijo de vías férreas, y los aparatos de señalización, seguridad, control o mando para vías de;;;;;;
326;;aerotrenes como aparatos de señalización, seguridad, control o mando para vías férreas.;;;;;;
326;;Nota Complementaria.;;;;;;
326;;1. A los efectos de la importación de vehículos para vías férreas, vehículos automóviles, aeronaves o embarcaciones, clasificados en los Capítulos de esta;;;;;;
326;;Sección, que se encuentren equipados con sistemas de aire acondicionado, de enfriamiento o frigorífico (ambos inclusive), sólo podrán ingresar al Territorio;;;;;;
326;;Nacional, cuando dichos sistemas no contengan ni requieran para su funcionamiento productos hidroclorofluorocarbonados de la partida 29.03 o mezclas;;;;;;
326;;de estos producos de la partida 38.27, que estén afectados con Régimen Legal 1 “Importación Prohibida”.;;;;;;
326;;CAPÍTULO 86;;;;;;
326;;"VEHÍCULOS Y MATERIAL PARA VÍAS FÉRREAS O SIMILARES, Y SUS PARTES; APARATOS MECÁNICOS (INCLUSO ELECTROMECÁNICOS)";;;;;;
326;;DE SEÑALIZACIÓN PARA VÍAS DE COMUNICACIÓN;;;;;;
326;;Notas.;;;;;;
326;;1. Este Capítulo no comprende:;;;;;;
326;;a) las traviesas (durmientes) de madera u hormigón para vías férreas o similares y los elementos de hormigón para vías guía de aerotrenes;;;;;;
326;;"(partidas 44.06 o 68.10);";;;;;;
326;;"b) los elementos para vías férreas de fundición, hierro o acero de la partida 73.02;";;;;;;
326;;c) los aparatos eléctricos de señalización, seguridad, control o mando de la partida 85.30.;;;;;;
326;;2. Se clasifican en la partida 86.07, entre otros:;;;;;;
326;;"a) los ejes, ruedas, ejes montados (trenes de ruedas), llantas, bujes, centros y demás partes de ruedas;";;;;;;
326;;"b) los chasis, bojes y «bissels»;";;;;;;
326;;"c) las cajas de ejes (cajas de grasa o aceite), los dispositivos de freno de cualquier clase;";;;;;;
326;;"d) los topes, ganchos y demás sistemas de enganche, los fuelles de intercomunicación;";;;;;;
326;;e) los artículos de carrocería.;;;;;;
326;;3. Salvo lo dispuesto en la Nota 1 anterior, se clasifican en la partida 86.08, entre otros:;;;;;;
326;;"a) las vías ensambladas, placas y puentes giratorios, parachoques y gálibos;";;;;;;
326;;b) los discos y placas móviles y semáforos, aparatos de mando para pasos a nivel o cambio de agujas, puestos de maniobra a distancia y demás;;;;;;
326;;aparatos mecánicos (incluso electromecánicos) de señalización, seguridad, control o mando, incluso provistos de dispositivos accesorios de;;;;;;
326;;alumbrado eléctrico, para vías férreas o similares, carreteras, vías fluviales, áreas o parques de estacionamiento, instalaciones portuarias o;;;;;;
326;;aeropuertos.;;;;;;
326;86.01;LOCOMOTORAS Y LOCOTRACTORES, DE FUENTE EXTERNA;DE;;;;;
326;;ELECTRICIDAD O ACUMULADORES ELÉCTRICOS.;;;;;;
326;8601.10.00.00;- De fuente externa de electricidad;14BK;;;;;u
326;8601.20.00.00;- De acumuladores eléctricos;14BK;;;;;u
326;86.02;"LAS DEMÁS LOCOMOTORAS Y LOCOTRACTORES; TÉNDERES.";;;;;;
326;8602.10.00.00;- Locomotoras Diésel-eléctricas;14BK;;;;;u
326;8602.90.00.00;- Los demás;14BK;;;;;u
326;86.03;AUTOMOTORESPARAVÍASFÉRREASYTRANVÍASAUTOPROPULSADOS,;;;;;;
326;;EXCEPTO LOS DE LA PARTIDA 86.04.;;;;;;
326;8603.10.00.00;- De fuente externa de electricidad;14BK;;;;;u
326;8603.90.00.00;- Los demás;14BK;;;;;u
326;8604.00;VEHÍCULOSPARAMANTENIMIENTOOSERVICIODEVÍASFÉRREASO;;;;;;
326;;SIMILARES, INCLUSO AUTOPROPULSADOS (POR EJEMPLO: VAGONES;;;;;;
326;;TALLER, VAGONES GRÚA, VAGONES EQUIPADOS PARA APISONAR;;;;;;
326;;BALASTO,ALINEARVÍAS,COCHESPARAENSAYOSYVAGONETASDE;;;;;;
326;;INSPECCIÓN DE VÍAS).;;;;;;
326;8604.00.10.00;- Autopropulsados, equipados para apisonar balasto y alinear vías férreas;;;;;;
326;;0BK u;;;;;;
326;8604.00.90.00;- Los demás;14BK;;;;;u
326;8605.00;COCHESDEVIAJEROS,FURGONESDEEQUIPAJES,COCHESCORREOY;;;;;;
326;;DEMÁS COCHES ESPECIALES, PARA VÍAS FÉRREAS O SIMILARES;;;;;;
326;;(EXCEPTO LOS COCHES DE LA PARTIDA 86.04).;;;;;;
326;8605.00.10.00;- Coches de viajeros;14BK;;;;;u
326;8605.00.90.00;- Los demás;14BK;;;;;u
326;86.06;VAGONES PARA TRANSPORTE DE MERCANCÍAS SOBRE CARRILES;;;;;;
326;;(RIELES).;;;;;;
326;8606.10.00.00;- Vagones cisterna y similares;14BK;;;;;u
326;8606.30.00.00;- Vagones de descarga automática, excepto los de la subpartida 8606.10.00;;;;;;
326;;14BK u;;;;;;
326;;8606.9 - Los demás:;;;;;;
326;8606.91.00.00;- - Cubiertos y cerrados;14BK;;;;;u
326;8606.92.00.00;- - Abiertos, con pared fija de altura superior a 60 cm;14BK;;;;;u
326;8606.99.00.00;- - Los demás;14BK;;;;;u
326;86.07;PARTES DE VEHÍCULOS PARA VÍAS FÉRREAS O SIMILARES.;;;;;;
326;;8607.1 - Bojes, «bissels», ejes y ruedas, y sus partes:;;;;;;
326;8607.11;- - Bojes y «bissels», de tracción:;;;;;;
326;8607.11.10.00;- - - Bojes;14BK;;;;;u
326;8607.11.20.00;- - - «Bissels»;14BK;;;;;u
326;8607.12.00.00;- - Los demás bojes y «bissels»;14BK;;;;;u
326;8607.19;- - Los demás, incluidas las partes:;;;;;;
326;8607.19.1;- - - Cajas de cojinetes:;;;;;;
326;8607.19.11.00;- - - - Conrodamientosincorporados,dediámetroexteriorsuperiora190;;;;;;
326;;mm, de los tipos utilizados en ejes de ruedas de vagones ferroviarios;;;;;;
326;;0BK u;;;;;;
326;8607.19.19.00;- - - - Las demás;14BK;;;;;u
326;8607.19.90.00;- - - Los demás;14BK;;;;;u
326;;8607.2 - Frenos y sus partes:;;;;;;
326;8607.21.00.00;- - Frenos de aire comprimido y sus partes;;;;;;
326;;14BK u;;;;;;
326;8607.29.00.00;- - Los demás;14BK;;;;;u
326;8607.30.00.00;- Ganchos y demás sistemas de enganche, topes, y sus partes;14BK;;;;;u
326;;8607.9 - Las demás:;;;;;;
326;8607.91.00.00;- - De locomotoras o locotractores;14BK;;;;;u
326;8607.99.00.00;- - Las demás;14BK;;;;;u
327;8608.00;"MATERIAL FIJO DE VÍAS FÉRREAS O SIMILARES; APARATOS";;;;;;
327;;MECÁNICOS (INCLUSO ELECTROMECÁNICOS) DE SEÑALIZACIÓN,;;;;;;
327;;SEGURIDAD,CONTROLOMANDOPARAVÍASFÉRREASOSIMILARES,;;;;;;
327;;CARRETERAS O VÍAS FLUVIALES, ÁREAS O PARQUES DE;;;;;;
327;;"ESTACIONAMIENTO, INSTALACIONES PORTUARIAS OAERÓPUERTOS;";;;;;;
327;;SUS PARTES.;;;;;;
327;8608.00.1;- Aparatosmecánicos(inclusoelectromecánicos)paraseñalización,seguridad,;;;;;;
327;;controlomandoparavíasférreasosimilares,carreterasovíasfluviales,áreas;;;;;;
327;;o parques para estacionamiento, instalaciones portuarias o aeropuertos:;;;;;;
327;8608.00.11.00;- - Mecánicos;14BK;;;;;u
327;8608.00.12.00;- - Electromecánicos;14BK;;;;;u
327;8608.00.90.00;- Los demás;14BK;;;;;u
327;8609.00.00.00;CONTENEDORES (INCLUIDOS LOS CONTENEDORES CISTERNA Y;LOS;;;;;
327;;CONTENEDORES DEPÓSITO) ESPECIALMENTE DISEÑADOS Y;;;;;;
327;;EQUIPADOS PARA UNO O VARIOS MEDIOS DE TRANSPORTE. 14BK u;;;;;;
327;;CAPÍTULO 87;;;;;;
327;;"VEHÍCULOS AUTOMÓVILES, TRACTORES, VELOCÍPEDOS Y DEMÁS VEHÍCULOS TERRESTRES;";;;;;;
327;;SUS PARTES Y ACCESORIOS;;;;;;
327;;Notas.;;;;;;
327;;1. Este Capítulo no comprende los vehículos diseñados para circular solamente sobre carriles (rieles).;;;;;;
327;;2. En este Capítulo, se entiende por tractores los vehículos con motor esencialmente diseñados para tirar o empujar otros aparatos, vehículos o cargas,;;;;;;
327;;incluso si tienen ciertos acondicionamientos accesorios en relación con su utilización principal, que permitan el transporte de herramientas, semillas,;;;;;;
327;;abonos, etc.;;;;;;
327;;Las máquinas e instrumentos de trabajo diseñados para equipar los tractores de la partida 87.01 como material intercambiable siguen su propio régimen,;;;;;;
327;;aunque se presenten con el tractor, incluso si están montados sobre éste.;;;;;;
327;;3. Los chasis con cabina incorporada para vehículos automóviles se clasifican en las partidas 87.02 a 87.04 y no en la partida 87.06.;;;;;;
327;;4. La partida 87.12 comprende todas las bicicletas para niños. Los demás velocípedos para niños se clasifican en la partida 95.03.;;;;;;
327;;Nota de subpartida.;;;;;;
327;;1. La subpartida 8708.22 comprende:;;;;;;
327;;"a) los parabrisas, vidrios traseros (lunetas)* y demás ventanillas, enmarcados;";;;;;;
327;;b) los parabrisas, vidrios traseros (lunetas)* y demás ventanillas, incluso enmarcados, que incorporen dispositivos de calefacción u otros dispositivos;;;;;;
327;;eléctricos o electrónicos, siempre que estén destinados exclusiva o principalmente a vehículos automóviles de las partidas 87.01 a 87.05.;;;;;;
327;;Notas Complementarias.;;;;;;
327;;1. A los efectos de la importación de vehículos, chasis con motor y carrocería, clasificados en las partidas 87.01, 87.02, 87.03 (excepto: 8703.10.00.00),;;;;;;
327;87.04;(excepto: 8704.10.10.00 y 8704.10.90.00), 87.06 (excepto: 8706.00.20.00),;87.07 (excepto:;8707.90.90.10;y 8707.90.90.90),;87.11;y 87.16;
327;;(excepto: 8716.10.00.00, 8716.80.00.10, 8716.80.00.90, 8716.90.10.00 y 8716.90.90.00), sólo podrán ingresar al Territorio Nacional, unidades;;;;;;
327;;nuevas y sin uso de cualquier marca y modelo, siempre que el año modelo que asigna el fabricante o el año de fabricación coincida con el año en que;;;;;;
327;;se realice la importación o con años subsiguientes.;;;;;;
327;;La introducción de vehículos automóviles bajo los Regímenes de Equipaje de Pasajeros y de Admisión Temporal, se regirá por las normas que a tal;;;;;;
327;;efecto haya dictado el Ministerio del Poder Popular con competencia en materia de Finanzas.;;;;;;
327;;2. A los efectos de la importación de vehículos automóviles clasificados en las subpartidas: 8702.10.00.91, 8702.10.00.92, 8702.10.00.99,;;;;;;
327;8702.20.00.91;8702.20.00.92, 8702.20.00.99, 8702.30.00.91, 8702.30.00.92,;8702.30.00.99,;8702.40.10.00,;8702.40.90.00,;8702.90.00.91,;;
327;8702.90.00.92;y 8702.90.00.99, sólo podrán ingresar al Territorio Nacional, vehículos;de cualquier;marca y modelo,;que cumplan;con lo dispuesto;en;
327;;los artículos 37 y 38 de la Ley para las Personas con Discapacidad.;;;;;;
327;;La introducción de vehículos automóviles bajo Admisión Temporal, se regirá por las normas que a tal efecto haya dictado el Ministerio del Poder;;;;;;
327;;Popular con competencia en materia de Finanzas.;;;;;;
327;;3. La importación de vehículos automóviles y chasis con motor, clasificados en las subpartidas correspondientes de las partidas 87.01, 8702, 87.03, 87.04,;;;;;;
327;87.05;y 87.06 deberá estar amparada por la Conformidad del Certificado de Emisiones;de Fuentes;Móviles,;otorgada por;el Ministerio;del Poder;
327;;Popular con competencia en materia de Ambiente y de tratarse de importación de vehículos automóviles desprovistos de motor, la misma deberá estar;;;;;;
327;;amparada únicamente por el Certificado de Emisiones de Fuentes Móviles, en ambos casos, tales requisitos deberán ser presentados junto a la;;;;;;
327;;Nº 36.532 en fecha 04 de septiembre de 1998, mediante el cual se establecen las Normas para el Control de las Emisiones de Escape y de las;;;;;;
327;;"Emisiones Evaporativas provenientes de las Fuentes Móviles; así como lo establecido en la Resolución Nº 334 de fecha 30 de noviembre de 1998,";;;;;;
327;;1998, en la que se dictan las Normas relativas a la Certificación de Emisiones Provenientes de Fuentes Móviles.;;;;;;
327;87.01;TRACTORES (EXCEPTO LAS CARRETILLAS TRACTOR DE LA PARTIDA;;;;;;
327;87.09;;;;;;;
327;8701.10.00;- Tractores de un solo eje:;;;;;;
327;8701.10.00.10;- - De potencia inferior o igual a 120 HP;14BK;;;;;u
327;8701.10.00.90;- - Los demás;14BK;;;;;u
327;;8701.2 - Tractores de carretera para semirremolques:;;;;;;
327;8701.21.00.00;- - Únicamenteconmotordeémbolo(pistón),deencendidoporcompresión;;;;;;
327;;(diésel o semi-diésel) 20 20 u;;;;;;
327;8701.22.00.00;- - Equipadosparalapropulsiónconmotordeémbolo(pistón),deencendido;;;;;;
327;;por compresión (diésel o semi-diésel) y con motor eléctrico;;;;;;
327;;20 20 u;;;;;;
327;8701.23.00.00;- - Equipadosparalapropulsiónconmotordeémbolo(pistón),deencendido;;;;;;
327;;por chispa y con motor eléctrico 20 20 u;;;;;;
327;8701.24.00.00;- - Únicamente propulsados con motor eléctrico;20;;20;;;u
327;8701.29.00.00;- - Los demás;20;;20;;;u
327;8701.30.00.00;- Tractores de orugas;14BK;;;;;u
327;;8701.9 - Los demás, con motor de potencia:;;;;;;
327;8701.91.00.00;- - Inferior o igual a 18 kW;14BK;;;;;u
327;8701.92.00.00;- - Superior a 18 kW pero inferior o igual a 37 kW;14BK;;;;;u
327;8701.93.00.00;- - Superior a 37 kW pero inferior o igual a 75 kW;14BK;;;;;u
327;8701.94;- - Superior a 75 kW pero inferior o igual a 130 kW:;;;;;;
327;8701.94.10.00;- - - Tractores especialmente diseñados para arrastrar troncos;(«log;;;;;
327;;skidders») 0BK u;;;;;;
327;8701.94.90.00;- - - Los demás;14BK;;;;;u
327;8701.95;- - Superior a 130 kW:;;;;;;
327;8701.95.10.00;- - - Tractores especialmente diseñados para arrastrar troncos;(«log;;;;;
327;;skidders») 0BK u;;;;;;
327;8701.95.90.00;- - - Los demás;14BK;;;;;u
328;87.02;VEHÍCULOS AUTOMÓVILES PARA TRANSPORTE DE DIEZ O;MAS;;;;;
328;;PERSONAS, INCLUIDO EL CONDUCTOR.;;;;;;
328;8702.10.00;- Únicamente con motor de émbolo (pistón), de encendido por compresión;;;;;;
328;;(diésel o semi-diésel):;;;;;;
328;8702.10.00.10;- - Para el transporte de un máximo de 16 personas, incluido el conductor;;;;;;
328;;20 20 u;;;;;;
328;8702.10.00.9;- - Los demás:;;;;;;
328;8702.10.00.91;- - - Para el transporte inferior o igual a 25 personas pero superior a;16,;;;;;
328;;incluido el conductor 20 20 u;;;;;;
328;8702.10.00.92;- - - Para el transporte inferior o igual a 33 personas pero superior a;25,;;;;;
328;;incluido el conductor 20 20 u;;;;;;
328;8702.10.00.99;- - - Los demás;20;;20;;;u
328;8702.20.00;- Equipadosparalapropulsión,conmotordeémbolo(pistón),deencendidopor;;;;;;
328;;compresión (diésel o semi-diésel) y con motor eléctrico:;;;;;;
328;8702.20.00.10;- - Para el transporte de un máximo de 16 personas, incluido el conductor;;;;;;
328;;20 20 u;;;;;;
328;8702.20.00.9;- - Los demás:;;;;;;
328;8702.20.00.91;- - - Para el transporte inferior o igual a 25 personas pero superior a;16,;;;;;
328;;incluido el conductor 20 20 u;;;;;;
328;8702.20.00.92;- - - Para el transporte inferior o igual a 33 personas pero superior a;25,;;;;;
328;;incluido el conductor 20 20 u;;;;;;
328;8702.20.00.99;- - - Los demás;20;;20;;;u
328;8702.30.00;- Equipadosparalapropulsión,conmotordeémbolo(pistón),deencendidopor;;;;;;
328;;chispa y con motor eléctrico:;;;;;;
328;8702.30.00.10;- - Para el transporte de un máximo de 16 personas, incluido el conductor;;;;;;
328;;20 20 u;;;;;;
328;8702.30.00.9;- - Los demás:;;;;;;
328;8702.30.00.91;- - - Para el transporte inferior o igual a 25 personas pero superior a;16,;;;;;
328;;incluido el conductor 20 20 u;;;;;;
328;8702.30.00.92;- - - Para el transporte inferior o igual a 33 personas pero superior a;25,;;;;;
328;;incluido el conductor 20 20 u;;;;;;
328;8702.30.00.99;- - - Los demás;20;;20;;;u
328;8702.40;- Únicamente propulsados con motor eléctrico:;;;;;;
328;8702.40.10.00;- - Trolebuses;20;;20;;;u
328;8702.40.90.00;- - Los demás;20;;20;;;u
328;8702.90.00;- Los demás:;;;;;;
328;8702.90.00.10;- - Para el transporte de un máximo de 16 personas, incluido el conductor;;;;;;
328;;20 20 u;;;;;;
328;8702.90.00.9;- - Los demás:;;;;;;
328;8702.90.00.91;- - - Para el transporte inferior o igual a 25 personas pero superior a;16,;;;;;
328;;incluido el conductor 20 20 u;;;;;;
328;8702.90.00.92;- - - Para el transporte inferior o igual a 33 personas pero superior a;25,;;;;;
328;;incluido el conductor 20 20 u;;;;;;
328;8702.90.00.99;- - - Los demás;20;;20;;;u
328;87.03;AUTOMÓVILES DE TURISMO Y DEMÁS VEHÍCULOS AUTOMÓVILES;;;;;;
328;;DISEÑADOS PRINCIPALMENTE PARA TRANSPORTE DE PERSONAS;;;;;;
328;;(EXCEPTO LOS DE LA PARTIDA 87.02), INCLUIDOS LOS DEL TIPO;;;;;;
328;;FAMILIAR («BREAK» O «STATION WAGON») Y LOS DE CARRERAS.;;;;;;
328;8703.10.00.00;"- Vehículos especialmente diseñados para desplazarse sobre nieve;vehículos";;;;;;
328;;especiales para transporte de personas en campos de golf y vehículos;;;;;;
328;;similares 20 u;;;;;;
328;;8703.2 - Losdemásvehículos,únicamenteconmotordeémbolo(pistón),deencendido;;;;;;
328;;por chispa:;;;;;;
328;8703.21.00.00;- - De cilindrada inferior o igual a 1.000 cm³;;;;;;
328;;20 20 u;;;;;;
328;8703.22;- - De cilindrada superior a 1.000 cm³ pero inferior o igual a 1.500 cm³:;;;;;;
328;8703.22.10;- - - Concapacidadparaeltransportedepersonassentadasinferioroiguala;;;;;;
328;;6, incluido el conductor:;;;;;;
328;8703.22.10.10;- - - - De cilindrada superior a 1.000 cm³ pero inferior o igual;a;;;;;
328;;1.300 cm³ 20 20 u;;;;;;
328;8703.22.10.90;- - - - Los demás;20;;20;;;u
328;8703.22.90;- - - Los demás:;;;;;;
328;8703.22.90.10;- - - - De cilindrada superior a 1.000 cm³ pero inferior o igual;a;;;;;
328;;1.300 cm³ 20 20 u;;;;;;
328;8703.22.90.90;- - - - Los demás;20;;20;;;u
328;8703.23;- - De cilindrada superior a 1.500 cm³ pero inferior o igual a 3.000 cm³:;;;;;;
328;8703.23.10;- - - Concapacidadparaeltransportedepersonassentadasinferioroiguala;;;;;;
328;;6, incluido el conductor:;;;;;;
328;8703.23.10.10;- - - - De cilindrada superior a 1.500 cm³ pero inferior o igual;a;;;;;
328;;1.700 cm³ 20 20 u;;;;;;
328;8703.23.10.20;- - - - De cilindrada superior a 1.700 cm³ pero inferior o igual;a;;;;;
328;;1.900 cm³ 20 20 u;;;;;;
328;8703.23.10.30;- - - - De cilindrada superior a 1.900 cm³ pero inferior o igual;a;;;;;
328;;2.100 cm³ 20 20 u;;;;;;
328;8703.23.10.40;- - - - De cilindrada superior a 2.100 cm³ pero inferior o igual;a;;;;;
328;;2.500 cm³ 20 20 u;;;;;;
328;8703.23.10.90;- - - - Los demás;20;;20;;;u
328;8703.23.90;- - - Los demás:;;;;;;
328;8703.23.90.10;- - - - De cilindrada superior a 1.500 cm³ pero inferior o igual;a;;;;;
328;;1.700 cm³ 20 20 u;;;;;;
329;8703.23.90.20;- - - - De cilindrada superior a 1.700 cm³ pero inferior o igual;a;;;;;
329;;20 20 u;;;;;;
329;;1.900 cm³;;;;;;
329;8703.23.90.30;- - - - De cilindrada superior a 1.900 cm³ pero inferior o igual;a;;;;;
329;;2.100 cm³ 20 20 u;;;;;;
329;8703.23.90.40;- - - - De cilindrada superior a 2.100 cm³ pero inferior o igual;a;;;;;
329;;2.500 cm³ 20 20 u;;;;;;
329;8703.23.90.90;- - - - Los demás;20;;20;;;u
329;8703.24;- - De cilindrada superior a 3.000 cm³:;;;;;;
329;8703.24.10.00;- - - Concapacidadparaeltransportedepersonassentadasinferioroiguala;;;;;;
329;;6, incluido el conductor 20 20 u;;;;;;
329;8703.24.90.00;- - - Los demás;20;;20;;;u
329;;8703.3 - Los demás vehículos, únicamente con motor de émbolo (pistón), de encendido;;;;;;
329;;por compresión (Diesel o semi-Diesel):;;;;;;
329;8703.31;- - De cilindrada inferior o igual a 1.500 cm³:;;;;;;
329;8703.31.10;- - - Concapacidadparaeltransportedepersonassentadasinferioroiguala;;;;;;
329;;6, incluido el conductor:;;;;;;
329;8703.31.10.10;- - - - De cilindrada inferior o igual a 1.000 cm³;20;;20;;;u
329;8703.31.10.20;- - - - De cilindrada superior a 1.000 cm³ pero inferior o igual;a;;;;;
329;;1.300 cm³ 20 20 u;;;;;;
329;8703.31.10.90;- - - - Los demás;20;;20;;;u
329;8703.31.90;- - - Los demás:;;;;;;
329;8703.31.90.10;- - - - De cilindrada inferior o igual a 1.000 cm³;20;;20;;;u
329;8703.31.90.20;- - - - De cilindrada superior a 1.000 cm³ pero inferior o igual;a;;;;;
329;;1.300 cm³ 20 20 u;;;;;;
329;8703.31.90.90;- - - - Los demás;20;;20;;;u
329;8703.32;- - De cilindrada superior a 1.500 cm³ pero inferior o igual a 2.500 cm³:;;;;;;
329;8703.32.10;- - - Concapacidadparaeltransportedepersonassentadasinferioroiguala;;;;;;
329;;6, incluido el conductor:;;;;;;
329;8703.32.10.10;- - - - De cilindrada superior a 1.500 cm³ pero inferior o igual;a;;;;;
329;;1.700 cm³ 20 20 u;;;;;;
329;8703.32.10.20;- - - - De cilindrada superior a 1.700 cm³ pero inferior o igual;a;;;;;
329;;1.900 cm³ 20 20 u;;;;;;
329;8703.32.10.30;- - - - De cilindrada superior a 1.900 cm³ pero inferior o igual;a;;;;;
329;;2.100 cm³ 20 20 u;;;;;;
329;8703.32.10.90;- - - - Los demás;20;;20;;;u
329;8703.32.90;- - - Los demás:;;;;;;
