pagina_pdf;codigo;descripcion;aec;ex_aec;regimen_importacion;regimen_exportacion;regimen_fisica;unidad
33;;MONDADOS, APLASTADOS, EN COPOS, PERLADOS, TROCEADOS O;;;;;;
33;;"QUEBRANTADOS),EXCEPTOELARROZDELAPARTIDA10.06;GERMEN";;;;;;
33;;DE CEREALES ENTERO, APLASTADO, EN COPOS O MOLIDO.;;;;;;
33;;1104.1 - Granos aplastados o en copos:;;;;;;
33;1104.12.00.00;- - De avena;10;2E;3,5,6;;;kg
33;1104.19.00.00;- - De los demás cereales;10;;5,6;;;kg
33;;1104.2 - Losdemásgranostrabajados(porejemplo:mondados,perlados,troceadoso;;;;;;
33;;quebrantados):;;;;;;
33;1104.22.00.00;- - De avena;10;2E;5,6;;;kg
34;1104.23.00.00;- - De maíz;10;20E;5,6;;;kg
34;1104.29.00.00;- - De los demás cereales;10;;5,6;;;kg
34;1104.30.00.00;- Germen de cereales entero, aplastado, en copos o molido;10;;5,6;;;kg
34;11.05;HARINA,SÉMOLA,POLVO,COPOS,GRÁNULOSY«PELLETS»,DEPAPA;;;;;;
34;;(PATATA)*.;;;;;;
34;1105.10.00.00;- Harina, sémola y polvo;12;20E;5;;;kg
34;1105.20.00.00;- Copos, gránulos y «pellets»;12;20E;5;;;kg
34;11.06;HARINA,SÉMOLAYPOLVODELASHORTALIZASDELAPARTIDA07.13,;;;;;;
34;;DESAGÚODELASRAÍCESOTUBÉRCULOSDELAPARTIDA07.14ODE;;;;;;
34;;LOS PRODUCTOS DEL CAPÍTULO 8.;;;;;;
34;1106.10.00.00;- De las hortalizas de la partida 07.13;10;;5;;;kg
34;1106.20.00.00;- De sagú o de las raíces o tubérculos de la partida 07.14;10;;5;;;kg
34;1106.30.00.00;- De los productos del Capítulo 8;10;;5;;;kg
34;11.07;MALTA (DE CEBADA U OTROS CEREALES), INCLUSO TOSTADA.;;;;;;
34;1107.10;- Sin tostar:;;;;;;
34;1107.10.10.00;- - Entera o partida;14;;5;;;kg
34;1107.10.20.00;- - Molida o en harina;14;;5;;;kg
34;1107.20;- Tostada:;;;;;;
34;1107.20.10.00;- - Entera o partida;14;2E;5;;;kg
34;1107.20.20.00;- - Molida o en harina;14;2E;5;;;kg
34;11.08;"ALMIDÓN Y FÉCULA; INULINA.";;;;;;
34;;1108.1 - Almidón y fécula:;;;;;;
34;1108.11.00.00;- - Almidón de trigo;10;20E;5;;;kg
34;1108.12.00.00;- - Almidón de maíz;10;20E;5;;;kg
34;1108.13.00.00;- - Fécula de papa (patata)*;10;20E;5;;;kg
34;1108.14.00.00;- - Fécula de mandioca (yuca)*;10;20E;5;;;kg
34;1108.19.00.00;- - Los demás almidones y féculas;10;20E;5;;;kg
34;1108.20.00.00;- Inulina;10;2E;5;;;kg
34;1109.00.00.00;GLUTEN DE TRIGO, INCLUSO SECO.;10;20E;5;;;kg
34;;CAPÍTULO 12;;;;;;
34;;"SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJE";;;;;;
34;;Notas.;;;;;;
34;;1. La nuez y la almendra de palma (palmiste)*, las semillas de algodón, ricino, sésamo (ajonjolí), mostaza, cártamo, amapola (adormidera) y «karité», entre;;;;;;
34;;otras, se consideran semillas oleaginosas de la partida 12.07. Por el contrario, se excluyen de dicha partida los productos de las partidas 08.01 o 08.02, así;;;;;;
34;;como las aceitunas (Capítulos 7 o 20).;;;;;;
34;;2. La partida 12.08 comprende no solo la harina sin desgrasar, sino también la desgrasada parcialmente o la que ha sido desgrasada y después total o;;;;;;
34;;parcialmente reengrasada con su propio aceite. Por el contrario, se excluyen los residuos de las partidas 23.04 a 23.06.;;;;;;
34;;3. Las semillas de remolacha, las pratenses (de prados), las de flores ornamentales, de hortalizas, de árboles forestales o frutales, de vezas (excepto las de la;;;;;;
34;;especie Vicia faba) o de altramuces, se consideran semillas para siembra de la partida 12.09.;;;;;;
34;;Por el contrario, se excluyen de esta partida, aunque se destinen a la siembra:;;;;;;
34;;"a) las hortalizas de vaina y el maíz dulce (Capítulo 7);";;;;;;
34;;"b) las especias y demás productos del Capítulo 9;";;;;;;
34;;"c) los cereales (Capítulo 10);";;;;;;
34;;d) los productos de las partidas 12.01 a 12.07 o de la partida 12.11.;;;;;;
34;;4. La partida 12.11 comprende, entre otras, las plantas y partes de plantas de las especies siguientes: albahaca, borraja, ginseng, hisopo, regaliz, diversas;;;;;;
34;;especies de menta, romero, ruda, salvia y ajenjo.;;;;;;
34;;Por el contrario, se excluyen:;;;;;;
34;;"a) los productos farmacéuticos del Capítulo 30;";;;;;;
34;;"b) las preparaciones de perfumería, de tocador o de cosmética del Capítulo 33;";;;;;;
34;;c) los insecticidas, fungicidas, herbicidas, desinfectantes y productos similares de la partida 38.08.;;;;;;
34;;5. En la partida 12.12, el término algas no comprende:;;;;;;
34;;"a) los microorganismos monocelulares muertos de la partida 21.02;";;;;;;
34;;"b) los cultivos de microorganismos de la partida 30.02;";;;;;;
34;;c) los abonos de las partidas 31.01 o 31.05.;;;;;;
34;;Nota de subpartida.;;;;;;
34;;1. En la subpartida 1205.10, se entiende por semillas de nabo (nabina) o de colza con bajo contenido de ácido erúcico las semillas de nabo (nabina) o de colza;;;;;;
34;;de las que se obtiene un aceite fijo el cual tiene un contenido de ácido erúcico inferior al 2 % en peso y un componente sólido cuyo contenido de;;;;;;
34;;glucosinolatos es inferior a 30 micromoles por gramo.;;;;;;
34;12.01;HABAS (POROTOS, FRIJOLES, FRÉJOLES)* DE SOJA (SOYA), INCLUSO;;;;;;
34;;QUEBRANTADAS.;;;;;;
34;1201.10.00.00;- Para siembra;0;;5,6,8;;;kg
34;1201.90.00.00;- Las demás;8;2E;5,6,8;;;kg
34;12.02;MANÍES (CACAHUETES, CACAHUATES)* SIN TOSTAR NI COCER DE;;;;;;
34;;OTRO MODO, INCLUSO SIN CÁSCARA O QUEBRANTADOS.;;;;;;
34;1202.30.00.00;- Para siembra;0;;5,6;;;kg
34;;1202.4 - Los demás:;;;;;;
34;1202.41.00.00;- - Con cáscara;8;;5,6;;;kg
34;1202.42.00.00;- - Sin cáscara, incluso quebrantados;10;;5,6;;;kg
34;1203.00.00.00;COPRA.;8;;5,6;;;kg
34;1204.00;SEMILLAS DE LINO, INCLUSO QUEBRANTADAS.;;;;;;
34;1204.00.10.00;- Para siembra;0;;5,6;;;kg
34;1204.00.90.00;- Las demás;8;;5,6;;;kg
34;12.05;SEMILLAS DE NABO (NABINA) O DE COLZA, INCLUSO QUEBRANTADAS.;;;;;;
34;1205.10;- Semillas de nabo (nabina) o de colza con bajo contenido de ácido erúcico:;;;;;;
35;1205.10.10.00;- - Para siembra;0;;5,6;;;kg
35;1205.10.90.00;- - Las demás;8;;5,6;;;kg
35;1205.90;- Las demás:;;;;;;
35;1205.90.10.00;- - Para siembra;0;;5,6;;;kg
35;1205.90.90.00;- - Las demás;8;;5,6;;;kg
35;1206.00;SEMILLAS DE GIRASOL, INCLUSO QUEBRANTADAS.;;;;;;
35;1206.00.10.00;- Para siembra;0;;5,6;;;kg
35;1206.00.90.00;- Las demás;8;15E;5,6;;;kg
35;12.07;LAS DEMÁS SEMILLAS Y FRUTOS OLEAGINOSOS, INCLUSO;;;;;;
35;;QUEBRANTADOS.;;;;;;
35;1207.10;- Nueces y almendras de palma (palmiste)*:;;;;;;
35;1207.10.10.00;- - Para siembra;0;;5,6,8;;;kg
35;1207.10.90.00;- - Las demás;8;;5,6,8;;;kg
35;;1207.2 - Semilla de algodón:;;;;;;
35;1207.21.00.00;- - Para siembra;0;;5,6;;;kg
35;1207.29.00.00;- - Las demás;8;;5,6,8;;;kg
35;1207.30;- Semillas de ricino:;;;;;;
35;1207.30.10.00;- - Para siembra;0;;5,6;;;kg
35;1207.30.90.00;- - Las demás;8;;5,6;;;kg
35;1207.40;- Semillas de sésamo (ajonjolí):;;;;;;
35;1207.40.10.00;- - Para siembra;0;;5,6;;;kg
35;1207.40.90.00;- - Las demás;8;;5,6,8;;;kg
35;1207.50;- Semillas de mostaza:;;;;;;
35;1207.50.10.00;- - Para siembra;0;;5,6;;;kg
35;1207.50.90.00;- - Las demás;8;;5,6;;;kg
35;1207.60;- Semillas de cártamo (Carthamus tinctorius):;;;;;;
35;1207.60.10.00;- - Para siembra;0;;5,6;;;kg
35;1207.60.90.00;- - Las demás;8;;5,6;;;kg
35;1207.70;- Semillas de melón:;;;;;;
35;1207.70.10.00;- - Para siembra;0;;5,6;;;kg
35;1207.70.90.00;- - Las demás;8;;5,6,8;;;kg
35;;1207.9 - Las demás:;;;;;;
35;1207.91;- - Semillas de amapola (adormidera):;;;;;;
35;1207.91.10.00;- - - Para siembra;0;;5,6;;;kg
35;1207.91.90.00;- - - Las demás;8;;5,6;;;kg
35;1207.99;- - Las demás:;;;;;;
35;1207.99.10.00;- - - Para siembra;0;;5,6;;;kg
35;1207.99.90;- - - Las demás:;;;;;;
35;1207.99.90.10;- - - - Semillas de Karité;8;;5,6;;;kg
35;1207.99.90.90;- - - - Los demás;8;;5,6,8;;;kg
35;12.08;HARINA DE SEMILLAS O DE FRUTOS OLEAGINOSOS, EXCEPTO LA;;;;;;
35;;HARINA DE MOSTAZA.;;;;;;
35;1208.10.00.00;- De habas (porotos, frijoles, fréjoles)* de soja (soya);10;15E;5,6;;;kg
35;1208.90.00.00;- Las demás;10;;5,6;;;kg
35;12.09;SEMILLAS, FRUTOS Y ESPORAS, PARA SIEMBRA.;;;;;;
35;1209.10.00.00;- Semillas de remolacha azucarera;0;;5,6;;;kg
35;;1209.2 - Semillas forrajeras:;;;;;;
35;1209.21.00.00;- - De alfalfa;0;;5,6;;;kg
35;1209.22.00.00;- - De trébol (Trifolium spp.);0;;5,6;;;kg
35;1209.23.00.00;- - De festucas;0;;5,6;;;kg
35;1209.24.00.00;- - De pasto azul de kentucky (Poa pratensis L.);0;;5,6;;;kg
35;1209.25.00.00;- - De ballico (Lolium multiflorum Lam., Lolium perenne L.);0;;5,6;;;kg
35;1209.29.00.00;- - Las demás;0;;5,6;;;kg
35;1209.30.00.00;- Semillas de plantas herbáceas utilizadas principalmente por sus flores;0;;5,6;;;kg
35;;1209.9 - Las demás:;;;;;;
35;1209.91.00.00;- - Semillas de hortalizas;0;;5,6;;;kg
35;1209.99.00;- - Las demás:;;;;;;
35;1209.99.00.10;- - - Semillas de árboles frutales o forestales;0;;5,6;;;kg
35;1209.99.00.90;- - - Las demás;0;;5,6;;;kg
35;12.10;CONOS DE LÚPULO FRESCOS O SECOS, INCLUSO TRITURADOS,;;;;;;
35;;"MOLIDOS O EN «PELLETS»; LUPULINO.";;;;;;
35;1210.10.00.00;- Conos de lúpulo sin triturar ni moler ni en «pellets»;8;;5,6;;;kg
35;1210.20;"- Conos de lúpulo triturados, molidos o en «pellets»; lupulino:";;;;;;
35;1210.20.10.00;- - Conos de lúpulo;8;;5,6;;;kg
35;1210.20.20.00;- - Lupulino;8;;5,6;;;kg
36;12.11;PLANTAS,PARTESDEPLANTAS,SEMILLASYFRUTOSDELASESPECIES;;;;;;
36;;UTILIZADAS PRINCIPALMENTE EN PERFUMERÍA, MEDICINA O PARA;;;;;;
36;;USOS INSECTICIDAS, PARASITICIDAS O SIMILARES, FRESCOS,;;;;;;
36;;REFRIGERADOS, CONGELADOS O SECOS, INCLUSO CORTADOS,;;;;;;
36;;QUEBRANTADOS O PULVERIZADOS.;;;;;;
36;1211.20.00;- Raíces de ginseng:;;;;;;
36;1211.20.00.10;- - Frescas o secas, excepto quebrantadas y pulverizadas;8;;5,6;;;kg
36;1211.20.00.9;- - Las demás:;;;;;;
36;1211.20.00.91;- - - Presentadas en envases acondicionados para la venta al por menor;8;;12;;;kg
36;1211.20.00.99;- - - Las demás;8;;3,5;;;kg
36;1211.30.00.00;- Hojas de coca;8;;3,5,6;;;kg
36;1211.40.00.00;- Paja de adormidera;8;;3,5,6;3,5;;kg
36;1211.50.00.00;- Efedra;8;;3,5;;;kg
36;1211.60.00.00;- Corteza de cerezo africano (Prunus africana);8;2E;3,5;;;kg
36;1211.90;- Los demás:;;;;;;
36;1211.90.10.00;- - Orégano (Origanum vulgare);8;;5,6;;;kg
36;1211.90.90;- - Los demás:;;;;;;
36;1211.90.90.1;- - - Uña de gato (Uncaria tomentosa):;;;;;;
36;1211.90.90.11;- - - - Fresca o seca, excepto quebrantada y pulverizada;8;;5,6;;;kg
36;1211.90.90.12;- - - - Presentadasenenvasesacondicionadosparalaventaalpormenor,;;;;;;
36;;excepto frescas, secas, quebrantadas y pulverizadas 8 5,6 kg;;;;;;
36;1211.90.90.19;- - - - Las demás;8;;3,5;;;kg
36;1211.90.90.9;- - - Las demás:;;;;;;
36;1211.90.90.91;- - - - Frescas o secas, sin quebrantar ni pulverizar, excepto las de;la;;;;;
36;;subpartida 1211.90.90.95 8 2E 5,6 kg;;;;;;
36;1211.90.90.92;- - - - Raíces de regaliz presentadas en envases acondicionados para;la;;;;;
36;;venta al por menor, excepto las clasificados en la subpartida;;;;;;
36;1211.90.90.91;;8;;12;;;kg
36;1211.90.90.93;- - - - Raícesderegalizpresentadasdeotraforma,exceptolasclasificados;;;;;;
36;;en las subpartidas 1211.90.90.91 y 1211.90.90.92 8 5,6 kg;;;;;;
36;1211.90.90.94;- - - - Presentadasenenvasesacondicionadosparalaventaalpormenor,;;;;;;
36;;excepto las clasificadas en las subpartidas 1211.90.90.91 y;;;;;;
36;1211.90.90.92;;8;;12;;;kg
36;1211.90.90.95;- - - - Albahaca(Ocimumbasilicum),dientedeLeón(Taraxacum officinale),;;;;;;
36;;árnica (Arnicamontana), belladona (Atropabelladonna), cáscara;;;;;;
36;;sagrada(Rhamnuspurshiana),casiafístula(Cassiafistula),eucalipto;;;;;;
36;;(Eucalyptusglobulus),hierbamora(Solanumnigrum),laurelcerezo;;;;;;
36;;(Prunus laurocerasus), llantén (Plantago major), manzanilla;;;;;;
36;;(Matricariachamomilla,Anthemisnobilis), menta (menthaspp.),;;;;;;
36;;pimienta de Cubeba (CubebaofficinalisMiqueloPipercubeba),;;;;;;
36;;pimientalarga(Piperlongum),romero(Rosmarinusofficinalis),ruda;;;;;;
36;;(Ruta graveolens), ruibarbo (Rheum officinale), salvia (Salvia;;;;;;
36;;officinalis), sen (Cassia acutifolia, C. angustifolia), tilo (Tilia;;;;;;
36;;europaea), toronjil (Melissa officinalis), valeriana (Valeriana;;;;;;
36;;officinalis), zarzaparrilla (Smilax), frescas o secas sin quebrantar ni;;;;;;
36;;pulverizar, excepto las de la subpartida 1211.90.90.91 8 2E 5,6 kg;;;;;;
36;1211.90.90.99;- - - - Las demás;8;2E;3,5;;;kg
36;12.12;ALGARROBAS, ALGAS, REMOLACHA AZUCARERA Y CAÑA DE AZÚCAR,;;;;;;
36;;FRESCAS, REFRIGERADAS, CONGELADAS O SECAS, INCLUSO;;;;;;
36;;"PULVERIZADAS; CAROZOS (HUESOS)* Y ALMENDRAS DE FRUTOS Y";;;;;;
36;;DEMÁS PRODUCTOS VEGETALES (INCLUIDAS LAS RAÍCES DE;;;;;;
36;;ACHICORIA SIN TOSTAR DE LA VARIEDAD CICHORIUMINTYBUS;;;;;;
36;;SATIVUM) EMPLEADOS PRINCIPALMENTE EN LA ALIMENTACIÓN;;;;;;
36;;HUMANA, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE.;;;;;;
36;;1212.2 - Algas:;;;;;;
36;1212.21.00.00;- - Aptas para la alimentación humana;6;;5,6;;;kg
36;1212.29.00.00;- - Las demás;6;;5,6;;;kg
36;;1212.9 - Los demás:;;;;;;
36;1212.91.00.00;- - Remolacha azucarera;8;;5,6;;;kg
36;1212.92.00.00;- - Algarrobas;8;;5,6;;;kg
36;1212.93.00.00;- - Caña de azúcar;8;10E;5,6;;;kg
36;1212.94.00.00;- - Raíces de achicoria;8;;5,6;;;kg
36;1212.99;- - Los demás:;;;;;;
36;1212.99.10.00;- - - Estevia (stevia) («Ka'a He'e») (Stevia rebaudiana);8;;5,6;;;kg
36;1212.99.90.00;- - - Los demás;8;;5,6;;;kg
36;1213.00.00.00;PAJA Y CASCABILLO DE CEREALES, EN BRUTO, INCLUSO PICADOS,;;;;;;
36;;MOLIDOS, PRENSADOS O EN «PELLETS». 8 5,6 kg;;;;;;
36;12.14;NABOS FORRAJEROS, REMOLACHAS FORRAJERAS, RAÍCES;;;;;;
36;;FORRAJERAS, HENO, ALFALFA, TRÉBOL, ESPARCETA, COLES;;;;;;
36;;FORRAJERAS, ALTRAMUCES, VEZAS Y PRODUCTOS FORRAJEROS;;;;;;
36;;SIMILARES, INCLUSO EN «PELLETS».;;;;;;
36;1214.10.00.00;- Harina y «pellets» de alfalfa;8;;5,6;;;kg
36;1214.90.00.00;- Los demás;8;;5,6;;;kg
37;;CAPÍTULO 13;;;;;;
37;;GOMAS, RESINAS Y DEMÁS JUGOS Y EXTRACTOS VEGETALES;;;;;;
37;;Nota.;;;;;;
37;;1. La partida 13.02 comprende, entre otros, los extractos de regaliz, piretro (pelitre)*, lúpulo o áloe, y el opio.;;;;;;
37;;Por el contrario, se excluyen:;;;;;;
37;;"a) el extracto de regaliz con un contenido de sacarosa superior al 10 % en peso o presentado como artículo de confitería (partida 17.04);";;;;;;
37;;"b) el extracto de malta (partida 19.01);";;;;;;
37;;"c) los extractos de café, té o yerba mate (partida 21.01);";;;;;;
37;;"d) los jugos y extractos vegetales que constituyan bebidas alcohólicas (Capítulo 22);";;;;;;
37;;"e) el alcanfor natural, la glicirricina y demás productos de las partidas 29.14 o 29.38;";;;;;;
37;;"f) los concentrados de paja de adormidera con un contenido de alcaloides superior o igual al 50 % en peso (partida 29.39);";;;;;;
37;;"g) los medicamentos de las partidas 30.03 o 30.04 y los reactivos para determinación de los grupos o de los factores sanguíneos (partida 38.22);";;;;;;
37;;"h) los extractos curtientes o tintóreos (partidas 32.01 o 32.03);";;;;;;
37;;ij) los aceites esenciales (incluidos los «concretos» o «absolutos»), los resinoides y las oleorresinas de extracción, así como los destilados acuosos;;;;;;
37;;aromáticos y disoluciones acuosas de aceites esenciales y las preparaciones a base de sustancias odoríferas de los tipos utilizados para la;;;;;;
37;;"elaboración de bebidas (Capítulo 33);";;;;;;
37;;k) el caucho natural, balata, gutapercha, guayule, chicle y gomas naturales análogas (partida 40.01).;;;;;;
37;13.01;"GOMA LACA; GOMAS, RESINAS, GOMORRESINAS Y OLEORRESINAS";;;;;;
37;;(POR EJEMPLO, BÁLSAMOS), NATURALES.;;;;;;
37;1301.20.00.00;- Goma arábiga;4;;;;;kg
37;1301.90;- Los demás:;;;;;;
37;1301.90.10.00;- - Goma laca;4;;;;;kg
37;1301.90.90.00;- - Los demás;8;;;;;kg
37;13.02;"JUGOSYEXTRACTOSVEGETALES;MATERIASPÉCTICAS,PECTINATOSY";;;;;;
37;;"PECTATOS; AGAR-AGAR Y DEMÁS MUCÍLAGOS Y ESPESATIVOS";;;;;;
37;;DERIVADOS DE LOS VEGETALES, INCLUSO MODIFICADOS.;;;;;;
37;;1302.1 - Jugos y extractos vegetales:;;;;;;
37;1302.11;- - Opio:;;;;;;
37;1302.11.10.00;- - - Concentrado de paja de adormidera;8;;3,5;3,5;;kg
37;1302.11.90.00;- - - Los demás;8;;3,5;3,5;;kg
37;1302.12.00.00;- - De regaliz;8;;;;;kg
37;1302.13.00.00;- - De lúpulo;8;;;;;kg
37;1302.14.00.00;- - De efedra;8;;3,5;;;kg
37;1302.19;- - Los demás:;;;;;;
37;1302.19.10;- - - De papaya (Carica papaya), seco:;;;;;;
37;1302.19.10.10;- - - - Presentado en envases acondicionados para la venta al por menor;8;;12;;;kg
37;1302.19.10.90;- - - - Las demás;8;;3,5;;;kg
37;1302.19.20;"- - - De semilla de toronja; de semilla de pomelo:";;;;;;
37;1302.19.20.10;- - - - Presentado en envases acondicionados para la venta al por menor;8;;12;;;kg
37;1302.19.20.90;- - - - Las demás;8;;3,5;;;kg
37;1302.19.30;- - - De Ginkgo biloba, seco:;;;;;;
37;1302.19.30.10;- - - - Presentado en envases acondicionados para la venta;al;;;;;
37;;por menor 2 12 kg;;;;;;
37;1302.19.30.90;- - - - Las demás;2;;3,5;;;kg
37;1302.19.40;- - - Valepotriatos:;;;;;;
37;1302.19.40.10;- - - - Presentado en envases acondicionados para la venta;al;;;;;
37;;por menor 2 12 kg;;;;;;
37;1302.19.40.90;- - - - Las demás;2;;3,5;;;kg
37;1302.19.50;- - - De ginseng:;;;;;;
37;1302.19.50.10;- - - - Presentado en envases acondicionados para la venta;al;;;;;
37;;por menor 2 12 kg;;;;;;
37;1302.19.50.90;- - - - Las demás;2;;3,5;;;kg
37;1302.19.60;- - - Silimarina:;;;;;;
37;1302.19.60.10;- - - - Presentado en envases acondicionados para la venta;al;;;;;
37;;por menor 14 12 kg;;;;;;
37;1302.19.60.90;- - - - Las demás;14;;3,5;;;kg
37;1302.19.9;- - - Los demás:;;;;;;
37;1302.19.91;- - - - De piretro (pelitre)* o de raíces que contengan rotenona:;;;;;;
37;1302.19.91.10;- - - - - Presentado en envases acondicionados para la venta;al;;;;;
37;;por menor 2 12 kg;;;;;;
37;1302.19.91.90;- - - - - Las demás;2;;3,5;;;kg
37;1302.19.99;- - - - Los demás:;;;;;;
37;1302.19.99.1;- - - - - Extracto de uña de gato (Uncaria tomentosa):;;;;;;
37;1302.19.99.11;- - - - - - Presentado en envases acondicionados para la venta al por;;;;;;
37;;menor 8 12 kg;;;;;;
37;1302.19.99.19;- - - - - - Las demás;8;;3,5;;;kg
37;1302.19.99.9;- - - - - Las demás:;;;;;;
37;1302.19.99.91;- - - - - - Presentado en envases acondicionados para la venta al por;;;;;;
37;;menor 8 12 kg;;;;;;
37;1302.19.99.99;- - - - - - Las demás;8;;3,5;;;kg
37;1302.20;- Materias pécticas, pectinatos y pectatos:;;;;;;
37;1302.20.10.00;- - Materias pécticas (pectinas);8;;;;;kg
37;1302.20.90.00;- - Los demás;8;;;;;kg
37;;1302.3 - Mucílagos y espesativos derivados de los vegetales, incluso modificados:;;;;;;
38;1302.31.00.00;- - Agar-agar;10;2E;;;;kg
38;1302.32;- - Mucílagosyespesativosdelaalgarrobaodesussemillasodelassemillas;;;;;;
38;;de guar, incluso modificados:;;;;;;
38;1302.32.1;- - - De algarroba o de sus semillas:;;;;;;
38;1302.32.11.00;- - - - Harina de endosperma;8;;;;;kg
38;1302.32.19.00;- - - - Los demás;8;;;;;kg
38;1302.32.20.00;- - - De semillas de guar;2;4E;;;;kg
38;1302.39;- - Los demás:;;;;;;
38;1302.39.10.00;- - - Carraghenina (musgo de Irlanda);10;;;;;kg
38;1302.39.90.00;- - - Los demás;8;;;;;kg
38;;CAPÍTULO 14;;;;;;
38;;MATERIAS TRENZABLES Y DEMÁS PRODUCTOS DE ORIGEN VEGETAL, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE;;;;;;
38;;Notas.;;;;;;
38;;1. Se excluyen de este Capítulo y se clasifican en la Sección XI, las materias y fibras vegetales de las especies principalmente utilizadas para la fabricación de;;;;;;
38;;textiles, cualquiera que sea su preparación, así como las materias vegetales trabajadas especialmente para su utilización exclusiva como materia textil.;;;;;;
38;;2. La partida 14.01 comprende, entre otras, el bambú (incluso hendido, aserrado longitudinalmente o cortado en longitudes determinadas, con los extremos;;;;;;
38;;redondeados, blanqueado, ignifugado, pulido o teñido), los trozos de mimbre, de caña y similares, la médula de roten (ratán)* y el roten (ratán)* hilado.;;;;;;
38;;No se clasifican en esta partida las tablillas, láminas o cintas de madera (partida 44.04).;;;;;;
38;;3. La partida 14.04 no comprende la lana de madera (partida 44.05) ni las cabezas preparadas para artículos de cepillería (partida 96.03).;;;;;;
38;14.01;MATERIAS VEGETALES DE LAS ESPECIES UTILIZADAS;;;;;;
38;;PRINCIPALMENTE EN CESTERÍA O ESPARTERÍA (POR EJEMPLO:;;;;;;
38;;BAMBÚ, ROTEN (RATÁN)*, CAÑA, JUNCO, MIMBRE, RAFIA, PAJA DE;;;;;;
38;;CEREALES LIMPIADA, BLANQUEADA O TEÑIDA, CORTEZA DE TILO).;;;;;;
38;1401.10.00.00;- Bambú;6;;5,6;;;kg
38;1401.20.00.00;- Roten (ratán)*;6;;5,6;;;kg
38;1401.90.00.00;- Las demás;6;;5,6;;;kg
38;14.04;PRODUCTOS VEGETALES NO EXPRESADOS NI COMPRENDIDOS EN;;;;;;
38;;OTRA PARTE.;;;;;;
38;1404.20;- Línteres de algodón:;;;;;;
38;1404.20.10.00;- - En bruto;6;;5,6;;;kg
38;1404.20.90.00;- - Los demás;6;;5,6;;;kg
38;1404.90;- Los demás:;;;;;;
38;1404.90.10.00;- - Materias vegetales de las especies utilizadas principalmente en;la;;;;;
38;;fabricación de escobas, cepillos o brochas (por ejemplo: sorgo, piasava,;;;;;;
38;;grama, ixtle (tampico)), incluso en torcidas o en haces 6 5,6 kg;;;;;;
38;1404.90.90.00;- - Los demás;6;;5,6;;;kg
38;;SECCIÓN III;;;;;;
38;;"GRASAS Y ACEITES, ANIMALES, VEGETALES O DE ORIGEN MICROBIANO, Y PRODUCTOS DE SU DESDOBLAMIENTO; GRASAS ALIMENTICIAS";;;;;;
38;;"ELABORADAS; CERAS DE ORIGEN ANIMAL O VEGETAL";;;;;;
38;;CAPÍTULO 15;;;;;;
38;;"GRASAS Y ACEITES, ANIMALES, VEGETALES O DE ORIGEN MICROBIANO, Y PRODUCTOS DE SU DESDOBLAMIENTO; GRASAS ALIMENTICIAS";;;;;;
38;;"ELABORADAS; CERAS DE ORIGEN ANIMAL O VEGETAL";;;;;;
38;;Notas.;;;;;;
38;;1. Este Capítulo no comprende:;;;;;;
38;;"a) el tocino y grasa de cerdo o de ave, de la partida 02.09;";;;;;;
38;;"b) la manteca, grasa y aceite de cacao (partida 18.04);";;;;;;
38;;"c) las preparaciones alimenticias con un contenido de productos de la partida 04.05 superior al 15 % en peso (generalmente Capítulo 21);";;;;;;
38;;"d) los chicharrones (partida 23.01) y los residuos de las partidas 23.04 a 23.06;";;;;;;
38;;e) los ácidos grasos, las ceras preparadas, las grasas transformadas en productos farmacéuticos, pinturas, barnices, jabón, preparaciones de;;;;;;
38;;"perfumería, de tocador o de cosmética, los aceites sulfonados y demás productos de la Sección VI;";;;;;;
38;;f) el caucho facticio derivado de los aceites (partida 40.02).;;;;;;
38;;2. La partida 15.09 no incluye el aceite de aceituna extraído con disolventes (partida 15.10).;;;;;;
38;;3. La partida 15.18 no comprende las grasas y aceites, ni sus fracciones, simplemente desnaturalizados, que permanecen clasificados en la partida de las;;;;;;
38;;correspondientes grasas y aceites, y sus fracciones, sin desnaturalizar.;;;;;;
38;;4. Las pastas de neutralización, las borras o heces de aceite, la brea esteárica, la brea de suarda y la pez de glicerol, se clasifican en la partida 15.22.;;;;;;
38;;Notas de subpartida.;;;;;;
38;;1. Para la aplicación de la subpartida 1509.30, el aceite de oliva virgen tiene una acidez libre expresada como ácido oleico inferior o igual a 2,0 g/ 100 g;;;;;;
38;;y puede distinguirse de las otras categorías de aceite de oliva virgen, según las características establecidas por la Norma 33-1981 del Codex;;;;;;
38;;Alimentarius.;;;;;;
38;;2. En las subpartidas 1514.11 y 1514.19, se entiende por aceite de nabo (de nabina) o de colza con bajo contenido de ácido erúcico, el aceite fijo con;;;;;;
38;;un contenido de ácido erúcico inferior al 2 % en peso.;;;;;;
38;15.01;GRASA DE CERDO (INCLUIDA LA MANTECA DE CERDO) Y GRASA DE;;;;;;
38;;AVE, EXCEPTO LAS DE LAS PARTIDAS 02.09 O 15.03.;;;;;;
38;1501.10.00.00;- Manteca de cerdo;8;;5,6;;;kg
38;1501.20.00.00;- Las demás grasas de cerdo;8;;5,6;;;kg
